app_id,app_name,vendor,category,sourcing,business_unit,region,business_owner,application_manager,business_criticality,data_classification,lifecycle_status,compliance_status,hosting,go_live_date,end_of_life_date,last_reviewed_date,number_of_users,annual_cost_chf,integration_count,type,user_population_band,description
APP-0278,Compliance Monitor,In-house,Compliance,In-house,Legal,Spain,,Piotr Kaufmann,Medium,Restricted,Production,Compliant,On-Premise,2005-07-04,2030-02-10,2025-06-04,301,84356,21,Self-developed,101-1000,"In-house Compliance application developed for Legal to track controls, obligations and audit evidence."
APP-0279,Supply Service,In-house,Risk,In-house,Finance,France,David Bauer,Tobias Suter,Critical,Restricted,Production,Compliant,SaaS,2011-04-20,2028-07-13,2023-07-11,1206,1075676,13,Self-developed,1000+,"In-house Risk application developed for Finance to manage exposure, limits and risk reporting."
APP-0280,Contract Service,In-house,Compliance,In-house,Trading & Sales,Poland,David Berger,Luca Bianchi,Medium,Internal,Production,Compliant,Public Cloud (Azure),2022-10-06,2030-12-19,2022-07-18,229,67333,13,Self-developed,101-1000,"In-house Compliance application developed for Trading & Sales to track controls, obligations and audit evidence."
APP-0281,Emissions Engine,In-house,Data Platform,In-house,Asset Management,Spain,David Bauer,David Keller,High,Internal,Production,Compliant,Public Cloud (Azure),2015-06-27,2031-04-04,2025-12-03,1502,122731,20,Self-developed,1000+,"In-house Data Platform application developed for Asset Management to store, process and serve datasets for analytics and reporting."
APP-0282,Market Dashboard,In-house,Finance,In-house,Trading & Sales,France,Nadia Lang,,Low,Internal,Sunset,Compliant,Public Cloud (Azure),2016-03-31,2027-03-10,2025-08-24,22,22887,17,Self-developed,11-100,"In-house Finance application developed for Trading & Sales to manage invoicing, settlement and financial bookkeeping."
APP-0283,Emissions Console,In-house,Energy Trading,In-house,Finance,Switzerland,Anna Egger,Olivier Marti,Low,Internal,Production,Not assessed,On-Premise,2011-11-17,2031-03-11,2026-01-26,41,13877,2,Self-developed,11-100,"In-house Energy Trading application developed for Finance to support deal capture, position keeping and market operations."
APP-0284,Customer Optimizer,In-house,Risk,In-house,Finance,Austria,Olivier Marti,Olivier Vogel,High,Confidential,Retired,Non-compliant,Public Cloud (AWS),2014-06-19,2030-08-30,2025-11-27,643,242980,1,Self-developed,101-1000,"In-house Risk application developed for Finance to manage exposure, limits and risk reporting."
APP-0285,Settlement Portal,In-house,Data Platform,In-house,Human Resources,Germany,Claudia Vogel,Nadia Lang,Medium,Restricted,Production,Non-compliant,Private Cloud,2015-05-23,2030-11-11,2026-01-09,285,119179,1,Self-developed,101-1000,"In-house Data Platform application developed for Human Resources to store, process and serve datasets for analytics and reporting."
APP-0286,Customer Dashboard,In-house,Finance,In-house,Generation,Italy,Stefan Maurer,David Bauer,High,Internal,Production,Compliant,SaaS,2007-06-18,2027-10-28,2025-06-12,571,313540,15,Self-developed,101-1000,"In-house Finance application developed for Generation to manage invoicing, settlement and financial bookkeeping."
APP-0287,Customer Console,In-house,Customer,In-house,Procurement,France,Luca Schneider,Petra Egger,Critical,Internal,Production,Compliant,Private Cloud,2020-09-30,2027-05-01,2025-10-25,5130,512507,14,Self-developed,1000+,"In-house Customer application developed for Procurement to manage customer contracts, requests and service interactions."
APP-0288,Meter Tracker,In-house,Grid Operations,In-house,Trading & Sales,Austria,Anna Conti,Vera Schneider,Medium,Public,Production,Compliant,On-Premise,2017-07-02,2029-08-19,2026-01-15,270,56829,3,Self-developed,101-1000,"In-house Grid Operations application developed for Trading & Sales to monitor and control grid assets, outages and dispatch."
APP-0289,Compliance Portal,In-house,Compliance,In-house,Legal,Nordics,Camille Kowalski,David Keller,Medium,Internal,Production,Compliant,SaaS,2016-11-25,2028-08-27,2026-05-25,366,131356,25,Self-developed,101-1000,"In-house Compliance application developed for Legal to track controls, obligations and audit evidence."
APP-0290,Tariff Console,In-house,Grid Operations,In-house,Procurement,Poland,Carmen Lang,Olivier Kaufmann,Critical,Public,Production,Compliant,Public Cloud (Azure),2024-03-29,2027-10-08,2025-09-10,2736,2108331,24,Self-developed,1000+,"In-house Grid Operations application developed for Procurement to monitor and control grid assets, outages and dispatch."
APP-0291,Customer Register,In-house,Integration,In-house,Asset Management,Spain,Chiara Conti,Marc Conti,High,Internal,Production,Compliant,Public Cloud (Azure),2021-04-18,2029-02-22,2025-11-19,591,245995,15,Self-developed,101-1000,In-house Integration application developed for Asset Management to exchange data and route messages between systems.
APP-0292,Asset Gateway,In-house,Data Platform,In-house,Energy Management,Poland,Felix Brunner,Marco Vogel,Medium,,Production,Unknown,Public Cloud (Azure),2005-09-11,2027-04-29,2025-10-28,877,107646,9,Self-developed,101-1000,"In-house Data Platform application developed for Energy Management to store, process and serve datasets for analytics and reporting."
APP-0293,Portfolio Platform,In-house,Finance,In-house,Asset Management,Italy,Nina Bauer,Anna Egger,Low,Internal,Production,Compliant,SaaS,2011-11-30,2029-10-27,2025-10-01,93,21070,19,Self-developed,11-100,"In-house Finance application developed for Asset Management to manage invoicing, settlement and financial bookkeeping."
APP-0294,Supply Analyzer,In-house,Risk,In-house,Finance,Austria,David Bauer,Olivier Marti,Low,Internal,Production,Compliant,SaaS,2017-04-21,2028-06-16,2025-08-28,29,31578,10,Self-developed,11-100,"In-house Risk application developed for Finance to manage exposure, limits and risk reporting."
APP-0295,Asset Portal,In-house,Energy Trading,In-house,Customer Service,Austria,Magda Fischer,Olivier Marti,Medium,Internal,Production,Compliant,Private Cloud,2023-07-05,2028-02-04,2025-11-14,110,93337,14,Self-developed,101-1000,"In-house Energy Trading application developed for Customer Service to support deal capture, position keeping and market operations."
APP-0296,Trading Cockpit,In-house,Energy Trading,In-house,Grid Operations,Italy,Julia Conti,David Bauer,High,Public,Production,Compliant,Public Cloud (Azure),2018-02-18,2029-11-08,2025-07-03,502,500732,14,Self-developed,101-1000,"In-house Energy Trading application developed for Grid Operations to support deal capture, position keeping and market operations."
APP-0297,Outage Gateway,In-house,Data Platform,In-house,Finance,Germany,David Keller,David Bauer,High,,Production,Non-compliant,Private Cloud,2014-10-11,2031-11-02,2026-01-07,600,508338,9,Self-developed,101-1000,"In-house Data Platform application developed for Finance to store, process and serve datasets for analytics and reporting."
APP-0298,Contract Monitor,In-house,Customer,In-house,Energy Management,Germany,David Bauer,David Berger,Medium,Internal,Production,Not assessed,Public Cloud (AWS),2010-07-07,2027-12-08,2025-10-09,103,168849,17,Self-developed,101-1000,"In-house Customer application developed for Energy Management to manage customer contracts, requests and service interactions."
APP-0299,Portfolio Gateway,In-house,Finance,In-house,IT,Nordics,Martina Egger,David Berger,Critical,Internal,Build,Compliant,Private Cloud,2013-03-30,2027-08-08,2025-12-28,2038,989929,14,Self-developed,1000+,"In-house Finance application developed for IT to manage invoicing, settlement and financial bookkeeping."
APP-0300,Microsoft 365 (Legacy),Microsoft,Collaboration,COTS / SaaS,Procurement,Nordics,,Tobias Suter,Low,Internal,Production,Compliant,On-Premise,2021-10-21,2030-08-05,2026-03-19,69,33397,7,COTS,11-100,"Microsoft Collaboration solution used by Procurement to support team communication, documents and collaboration."
APP-0301,Billing Engine,In-house,Compliance,In-house,Procurement,Germany,Chiara Schneider,Daniel Kowalski,Low,Internal,Sunset,Compliant,Public Cloud (AWS),2007-04-10,2029-01-19,2025-12-29,28,10744,2,Self-developed,11-100,"In-house Compliance application developed for Procurement to track controls, obligations and audit evidence."
APP-0302,Field Scheduler,In-house,Integration,In-house,Procurement,Poland,Nina Bauer,Camille Kowalski,,Confidential,Production,Compliant,On-Premise,2016-05-14,2027-01-06,2026-03-06,920,410034,25,Self-developed,101-1000,In-house Integration application developed for Procurement to exchange data and route messages between systems.
APP-0303,Meter Portal,In-house,Risk,In-house,Trading & Sales,Spain,Lea Graf,,Medium,Confidential,Production,Compliant,Private Cloud,2014-11-01,2029-05-20,2025-09-22,268,217625,4,Self-developed,101-1000,"In-house Risk application developed for Trading & Sales to manage exposure, limits and risk reporting."
APP-0304,Energy Service,In-house,Risk,In-house,Procurement,Italy,Thomas Egger,Corinne Roth,Medium,Restricted,Production,Compliant,On-Premise,2018-11-02,2028-07-01,2025-11-14,120,81881,5,Self-developed,101-1000,"In-house Risk application developed for Procurement to manage exposure, limits and risk reporting."
APP-0305,Customer Analyzer,In-house,Grid Operations,In-house,Corporate Strategy,Austria,Fabian Rossi,Thomas Egger,Medium,Internal,Sunset,Compliant,Public Cloud (AWS),2023-04-08,2028-10-22,2025-05-15,82,106412,8,Self-developed,11-100,"In-house Grid Operations application developed for Corporate Strategy to monitor and control grid assets, outages and dispatch."
APP-0306,Energy Console,In-house,Compliance,In-house,Trading & Sales,France,Tobias Suter,,High,Internal,Production,Compliant,On-Premise,2016-03-10,2029-03-22,2025-05-24,1367,124670,22,Self-developed,1000+,"In-house Compliance application developed for Trading & Sales to track controls, obligations and audit evidence."
APP-0307,Risk Manager,In-house,Data Platform,In-house,Generation,Germany,David Keller,Nina Bauer,Medium,Internal,Production,Not assessed,Private Cloud,2021-08-27,2029-04-21,2025-11-06,123,97639,13,Self-developed,101-1000,"In-house Data Platform application developed for Generation to store, process and serve datasets for analytics and reporting."
APP-0308,Field Platform,In-house,Grid Operations,In-house,Customer Service,Germany,Tobias Suter,Daniel Schneider,Medium,Restricted,Production,Not assessed,Public Cloud (AWS),2013-01-05,2030-02-28,2025-06-22,201,58907,15,Self-developed,101-1000,"In-house Grid Operations application developed for Customer Service to monitor and control grid assets, outages and dispatch."
APP-0309,Network Scheduler,In-house,Integration,In-house,Corporate Strategy,Spain,,Olivier Marti,High,Confidential,Production,Not assessed,Public Cloud (Azure),2008-08-26,2029-08-09,2025-06-08,911,484614,6,Self-developed,101-1000,In-house Integration application developed for Corporate Strategy to exchange data and route messages between systems.
APP-0310,Dispatch Workbench,In-house,Data Platform,In-house,Legal,Spain,Lea Baumann,Carmen Kaufmann,High,Confidential,Production,Compliant,SaaS,2008-06-25,2027-05-26,2026-05-11,705,241941,9,Self-developed,101-1000,"In-house Data Platform application developed for Legal to store, process and serve datasets for analytics and reporting."
APP-0311,DocuSign (Group),DocuSign,Content / e-Signature,COTS / SaaS,Grid Operations,Nordics,Magda Ferrari,David Bauer,Medium,Internal,Production,Compliant,SaaS,2022-04-16,2030-06-30,2026-05-25,298,75037,8,SaaS,101-1000,DocuSign Content / e-Signature solution used by Grid Operations to support Grid Operations operational processes.
APP-0312,Market Engine,In-house,Grid Operations,In-house,Asset Management,Austria,David Berger,,Medium,Internal,Sunset,Compliant,SaaS,2018-03-31,2032-02-24,2025-07-20,211,106715,20,Self-developed,101-1000,"In-house Grid Operations application developed for Asset Management to monitor and control grid assets, outages and dispatch."
APP-0313,Qualys (Group),Qualys,Security / VM,COTS / SaaS,Customer Service,France,Anna Fischer,Martina Egger,Low,Restricted,Build,Not assessed,SaaS,2023-08-10,2032-02-29,2025-10-28,104,16786,8,SaaS,101-1000,Qualys Security / VM solution used by Customer Service to support Customer Service operational processes.
APP-0314,Portfolio Register,In-house,Integration,In-house,Procurement,Poland,Carmen Brunner,Olivier Marti,Medium,Public,Build,Compliant,Public Cloud (Azure),2018-01-05,2029-12-12,2026-02-09,149,109289,20,Self-developed,101-1000,In-house Integration application developed for Procurement to exchange data and route messages between systems.
APP-0315,Emissions Scheduler,In-house,Energy Trading,In-house,Procurement,Italy,Olivier Marti,Piotr Kaufmann,High,Internal,Production,Compliant,Public Cloud (Azure),2007-03-26,2032-03-04,2021-03-25,1474,426971,9,Self-developed,1000+,"In-house Energy Trading application developed for Procurement to support deal capture, position keeping and market operations."
APP-0316,Hedging Monitor,In-house,Asset Management,In-house,Corporate Strategy,France,David Keller,Olivier Marti,Critical,Public,Production,Not assessed,Public Cloud (AWS),2023-02-03,2026-01-02,2026-02-22,1779,2150875,3,Self-developed,1000+,"In-house Asset Management application developed for Corporate Strategy to maintain technical assets, maintenance plans and lifecycle records."
APP-0317,Emissions Tracker,In-house,Reporting,In-house,Corporate Strategy,Switzerland,Piotr Bauer,Anna Egger,Medium,Internal,Production,Compliant,SaaS,2005-12-10,2029-06-29,2021-06-18,205,48242,17,Self-developed,101-1000,In-house Reporting application developed for Corporate Strategy to produce operational and regulatory reports.
APP-0318,Trading Console,In-house,Reporting,In-house,Finance,Germany,Pierre Bauer,David Bauer,Medium,,Production,Non-compliant,SaaS,2007-07-18,2032-06-02,2026-04-11,407,66434,2,Self-developed,101-1000,In-house Reporting application developed for Finance to produce operational and regulatory reports.
APP-0319,Supply Scheduler,In-house,Compliance,In-house,Finance,Germany,Olivier Marti,Tobias Suter,Critical,Restricted,Production,Compliant,On-Premise,2015-07-11,2029-03-25,2025-11-26,3093,892621,20,Self-developed,1000+,"In-house Compliance application developed for Finance to track controls, obligations and audit evidence."
APP-0320,Outage Platform,In-house,Customer,In-house,Trading & Sales,Spain,Daniel Kowalski,Olivier Marti,Low,Confidential,Build,Compliant,Public Cloud (AWS),2015-04-17,2028-07-29,2025-09-03,29,16534,11,Self-developed,11-100,"In-house Customer application developed for Trading & Sales to manage customer contracts, requests and service interactions."
APP-0321,Portfolio Optimizer,In-house,Energy Trading,In-house,Finance,Nordics,Magda Ferrari,Anna Conti,High,Internal,Production,Compliant,Private Cloud,2009-07-04,2031-10-19,2025-06-11,787,221501,17,Self-developed,101-1000,"In-house Energy Trading application developed for Finance to support deal capture, position keeping and market operations."
APP-0322,Hedging Repository,In-house,Energy Trading,In-house,Procurement,Switzerland,,Olivier Marti,Medium,,Sunset,Compliant,Private Cloud,2007-06-19,2030-12-31,2026-01-12,256,77566,24,Self-developed,101-1000,"In-house Energy Trading application developed for Procurement to support deal capture, position keeping and market operations."
APP-0323,Settlement Engine,In-house,Finance,In-house,Asset Management,Switzerland,,Luca Bianchi,Low,Confidential,Sunset,Compliant,SaaS,2024-03-13,2030-03-05,2025-07-19,20,37963,10,Self-developed,11-100,"In-house Finance application developed for Asset Management to manage invoicing, settlement and financial bookkeeping."
APP-0324,Network Portal,In-house,Data Platform,In-house,Finance,Spain,,Martina Egger,Critical,Confidential,Production,Compliant,Public Cloud (AWS),2007-06-08,2028-09-02,2025-05-19,3298,1181631,19,Self-developed,1000+,"In-house Data Platform application developed for Finance to store, process and serve datasets for analytics and reporting."
APP-0325,Emissions Gateway,In-house,Grid Operations,In-house,Finance,Switzerland,Pascal Arnold,Simon Sutter,Low,Internal,Build,Compliant,On-Premise,2010-04-24,2027-08-15,2025-07-20,59,13817,15,Self-developed,11-100,"In-house Grid Operations application developed for Finance to monitor and control grid assets, outages and dispatch."
APP-0326,Risk Hub,In-house,Asset Management,In-house,Procurement,Poland,Olivier Marti,Reto Widmer,Low,Confidential,Production,Compliant,On-Premise,2014-03-28,2027-07-07,2025-12-11,73,9442,20,Self-developed,11-100,"In-house Asset Management application developed for Procurement to maintain technical assets, maintenance plans and lifecycle records."
APP-0327,Outage Optimizer,In-house,Reporting,In-house,Finance,France,Olivier Marti,Nina Bauer,Medium,Confidential,Production,Compliant,Private Cloud,2009-04-27,2031-07-26,2026-03-02,336,29340,1,Self-developed,101-1000,In-house Reporting application developed for Finance to produce operational and regulatory reports.
APP-0328,Apache Kafka,Confluent,Integration / Streaming,COTS / SaaS,Trading & Sales,Switzerland,Daniel Weber,Tobias Suter,High,Confidential,Production,Compliant,On-Premise,2024-03-23,2030-02-04,2026-04-02,1234,263141,16,COTS,1000+,Confluent Integration / Streaming solution used by Trading & Sales to support Trading & Sales operational processes.
APP-0329,Invoice Workbench,In-house,Reporting,In-house,Grid Operations,Germany,Olivier Zimmermann,Claudia Frei,Critical,Public,Plan,Not assessed,SaaS,2019-11-30,2027-02-02,2025-06-10,4968,2615789,20,Self-developed,1000+,In-house Reporting application developed for Grid Operations to produce operational and regulatory reports.
APP-0330,Settlement Platform,In-house,Energy Trading,In-house,Human Resources,Austria,Magda Meier,Nadia Lang,High,Confidential,Production,Compliant,SaaS,2021-10-15,2027-02-05,2025-07-24,1658,196098,17,Self-developed,1000+,"In-house Energy Trading application developed for Human Resources to support deal capture, position keeping and market operations."
APP-0331,Asset Engine,In-house,Grid Operations,In-house,Procurement,Spain,Olivier Kaufmann,David Bauer,Medium,Internal,Sunset,Compliant,Private Cloud,2013-06-23,2030-07-10,2020-09-24,258,72738,10,Self-developed,101-1000,"In-house Grid Operations application developed for Procurement to monitor and control grid assets, outages and dispatch."
APP-0332,Settlement Optimizer,In-house,Risk,In-house,Finance,Spain,Lea Graf,Olivier Marti,Critical,Confidential,Production,Compliant,Private Cloud,2010-10-20,2027-12-13,2025-07-04,4211,918376,4,Self-developed,1000+,"In-house Risk application developed for Finance to manage exposure, limits and risk reporting."
APP-0333,Billing Analyzer,In-house,Grid Operations,In-house,Corporate Strategy,Austria,Tobias Moser,Daniel Kowalski,Medium,Internal,Production,Compliant,Private Cloud,2013-12-22,2030-10-03,2025-07-17,312,72812,11,Self-developed,101-1000,"In-house Grid Operations application developed for Corporate Strategy to monitor and control grid assets, outages and dispatch."
APP-0334,Trading Register,In-house,Data Platform,In-house,Legal,Spain,Martina Egger,,Medium,Restricted,Production,Compliant,SaaS,2020-02-27,2028-11-10,2025-11-22,509,94223,16,Self-developed,101-1000,"In-house Data Platform application developed for Legal to store, process and serve datasets for analytics and reporting."
APP-0335,Emissions Monitor,In-house,Energy Trading,In-house,Customer Service,Poland,,Luca Bianchi,High,Confidential,Production,Not assessed,On-Premise,2024-02-18,2028-04-17,2025-12-31,463,231624,2,Self-developed,101-1000,"In-house Energy Trading application developed for Customer Service to support deal capture, position keeping and market operations."
APP-0336,Asset Tracker,In-house,Grid Operations,In-house,Trading & Sales,Spain,Sara Moser,Claudia Koch,Critical,Restricted,Production,Not assessed,On-Premise,2016-10-20,2030-12-31,2021-11-02,3592,665682,2,Self-developed,1000+,"In-house Grid Operations application developed for Trading & Sales to monitor and control grid assets, outages and dispatch."
APP-0337,Settlement Service,In-house,Compliance,In-house,IT,Switzerland,Carmen Brunner,Francesca Berger,Low,Internal,Sunset,Not assessed,Private Cloud,2019-05-05,2028-07-24,2025-08-08,22,13694,6,Self-developed,11-100,"In-house Compliance application developed for IT to track controls, obligations and audit evidence."
APP-0338,BlackLine,BlackLine,Finance,COTS / SaaS,Trading & Sales,Spain,Olivier Marti,Carmen Brunner,Critical,Restricted,Production,Not assessed,On-Premise,2010-05-01,2032-03-14,2023-10-13,3132,725222,16,COTS,1000+,"BlackLine Finance solution used by Trading & Sales to manage invoicing, settlement and financial bookkeeping."
APP-0339,Ansible,Red Hat,Automation,COTS / SaaS,Asset Management,Italy,Lukas Widmer,Martina Hofer,Critical,Internal,Production,Compliant,On-Premise,2017-05-05,2029-05-26,2026-02-25,4653,958448,3,COTS,1000+,Red Hat Automation solution used by Asset Management to support Asset Management operational processes.
APP-0340,Oracle E-Business Suite,Oracle,ERP / Finance,COTS / SaaS,Corporate Strategy,Germany,Chiara Roth,Michael Nowak,Critical,Internal,Production,Non-compliant,Public Cloud (AWS),2020-07-02,2024-02-23,2025-06-08,1831,934868,8,SaaS,1000+,"Oracle ERP / Finance solution used by Corporate Strategy to run finance, controlling and core ERP processes."
APP-0341,Risk Scheduler,In-house,Asset Management,In-house,Asset Management,Nordics,Fabian Marti,Marc Schneider,Low,Internal,Production,Compliant,On-Premise,2014-08-23,2030-02-11,2025-11-04,29,50038,20,Self-developed,11-100,"In-house Asset Management application developed for Asset Management to maintain technical assets, maintenance plans and lifecycle records."
APP-0342,Coupa (Legacy),Coupa,Procurement,COTS / SaaS,IT,Italy,Olivier Marti,Nadia Egger,Low,Confidential,Retired,Compliant,Public Cloud (AWS),2024-11-25,2027-08-13,2025-06-24,65,24324,11,SaaS,11-100,"Coupa Procurement solution used by IT to manage suppliers, sourcing and purchasing."
APP-0343,Risk Gateway,In-house,Reporting,In-house,Customer Service,Spain,Fabian Marti,Pascal Arnold,Low,Internal,Production,Unknown,Public Cloud (AWS),2016-06-01,2030-06-19,2026-01-10,57,30948,16,Self-developed,11-100,In-house Reporting application developed for Customer Service to produce operational and regulatory reports.
APP-0344,Forecast Scheduler,In-house,Grid Operations,In-house,Generation,Germany,Stefan Koch,,High,Internal,Build,Compliant,SaaS,2009-05-03,2028-10-30,2025-07-20,1062,285692,6,Self-developed,1000+,"In-house Grid Operations application developed for Generation to monitor and control grid assets, outages and dispatch."
APP-0345,Dispatch Gateway,In-house,Risk,In-house,Legal,Nordics,Marc Weber,Carmen Brunner,Medium,Restricted,Production,Non-compliant,SaaS,2014-03-27,2027-09-07,2025-06-20,266,102089,2,Self-developed,101-1000,"In-house Risk application developed for Legal to manage exposure, limits and risk reporting."
APP-0346,Field Analyzer,In-house,Risk,In-house,Finance,Germany,Piotr Moser,Tobias Suter,Medium,Internal,Production,Non-compliant,Private Cloud,2013-11-29,2030-09-26,2025-09-03,168,92818,11,Self-developed,101-1000,"In-house Risk application developed for Finance to manage exposure, limits and risk reporting."
APP-0347,Forecast Manager,In-house,Customer,In-house,Human Resources,Spain,,Olivier Vogel,Low,Confidential,Production,Compliant,SaaS,2024-09-12,2031-12-20,2025-09-20,16,449,14,Self-developed,11-100,"In-house Customer application developed for Human Resources to manage customer contracts, requests and service interactions."
APP-0348,Network Tracker,In-house,Data Platform,In-house,Asset Management,Poland,Pierre Martin,,,Confidential,Production,Compliant,On-Premise,2023-07-15,2031-11-10,2026-01-31,397,461191,15,Self-developed,101-1000,"In-house Data Platform application developed for Asset Management to store, process and serve datasets for analytics and reporting."
APP-0349,Qlik Sense (Group),Qlik,Analytics / BI,COTS / SaaS,Trading & Sales,Germany,Francesca Berger,Olivier Marti,Medium,Internal,Production,Compliant,SaaS,2008-03-22,2030-08-25,2026-04-16,304,128557,14,SaaS,101-1000,Qlik Analytics / BI solution used by Trading & Sales to build dashboards and KPIs for decision-making.
APP-0350,Dispatch Repository,In-house,Integration,In-house,Customer Service,Italy,Olivier Marti,Francesca Berger,Low,Confidential,Production,Non-compliant,SaaS,2014-01-31,2027-10-18,2025-08-11,56,33413,18,Self-developed,11-100,In-house Integration application developed for Customer Service to exchange data and route messages between systems.
APP-0351,Market Optimizer,In-house,Finance,In-house,Customer Service,Nordics,,David Keller,Low,Confidential,Production,Non-compliant,SaaS,2013-07-14,2032-05-10,2026-04-20,54,31174,15,Self-developed,11-100,"In-house Finance application developed for Customer Service to manage invoicing, settlement and financial bookkeeping."
APP-0352,Settlement Analyzer,In-house,Reporting,In-house,Asset Management,Switzerland,Petra Martin,Andreas Suter,Medium,Confidential,Production,Non-compliant,On-Premise,2023-09-16,2028-09-30,2026-03-24,310,91561,22,Self-developed,101-1000,In-house Reporting application developed for Asset Management to produce operational and regulatory reports.
APP-0353,Forecast Service,In-house,Finance,In-house,Human Resources,Italy,Anna Egger,Tobias Suter,High,Confidential,Production,Compliant,Public Cloud (Azure),2016-09-29,2029-07-15,2025-11-09,396,353607,25,Self-developed,101-1000,"In-house Finance application developed for Human Resources to manage invoicing, settlement and financial bookkeeping."
APP-0354,Asset Register,In-house,Integration,In-house,Asset Management,Germany,Chiara Roth,David Keller,Low,Internal,Production,Non-compliant,Public Cloud (AWS),2020-07-31,2028-11-17,2026-02-05,33,24726,16,Self-developed,11-100,In-house Integration application developed for Asset Management to exchange data and route messages between systems.
APP-0355,Customer Workbench,In-house,Integration,In-house,Human Resources,France,Simon Keller,Tobias Suter,,Confidential,Production,Not assessed,SaaS,2024-01-26,2028-10-09,2025-08-16,865,173631,18,Self-developed,101-1000,In-house Integration application developed for Human Resources to exchange data and route messages between systems.
APP-0356,Balancing Cockpit,In-house,Risk,In-house,Asset Management,Germany,Vera Keller,Tobias Suter,High,Restricted,Production,Compliant,SaaS,2023-07-25,2028-02-02,2025-12-13,1679,116748,8,Self-developed,1000+,"In-house Risk application developed for Asset Management to manage exposure, limits and risk reporting."
APP-0357,Microsoft Dynamics 365 (Legacy),Microsoft,CRM / ERP,COTS / SaaS,Corporate Strategy,Spain,Daniel Kowalski,,Medium,Confidential,Production,Not assessed,Public Cloud (Azure),2008-10-04,2029-09-19,2026-03-20,134,129121,5,SaaS,101-1000,Microsoft CRM / ERP solution used by Corporate Strategy to support Corporate Strategy operational processes.
APP-0358,Asset Hub,In-house,Reporting,In-house,Finance,Nordics,Claudia Koch,Martina Meier,High,Confidential,Build,Compliant,On-Premise,2013-06-17,2026-12-31,2025-05-16,758,636887,21,Self-developed,101-1000,In-house Reporting application developed for Finance to produce operational and regulatory reports.
APP-0359,Zoom (Legacy),Zoom,Collaboration,COTS / SaaS,Legal,Italy,,Carmen Kaufmann,Medium,Restricted,Production,Compliant,SaaS,2012-11-07,2029-07-22,2025-09-26,171,49049,2,SaaS,101-1000,"Zoom Collaboration solution used by Legal to support team communication, documents and collaboration."
APP-0360,Settlement Cockpit,In-house,Grid Operations,In-house,Corporate Strategy,France,,Piotr Kaufmann,Low,Internal,Build,Compliant,Public Cloud (Azure),2011-10-20,2030-01-20,2026-01-29,14,23288,8,Self-developed,11-100,"In-house Grid Operations application developed for Corporate Strategy to monitor and control grid assets, outages and dispatch."
APP-0361,Meter Repository,In-house,Compliance,In-house,Customer Service,Poland,Pascal Martin,Piotr Fischer,Low,Confidential,Production,Compliant,Private Cloud,2023-04-02,2028-02-01,2021-04-26,14,15203,23,Self-developed,11-100,"In-house Compliance application developed for Customer Service to track controls, obligations and audit evidence."
APP-0362,Risk Tracker,In-house,Asset Management,In-house,Customer Service,Poland,Andreas Keller,Olivier Marti,Medium,Internal,Sunset,Compliant,SaaS,2007-02-06,2031-04-28,2026-05-18,724,44175,6,Self-developed,101-1000,"In-house Asset Management application developed for Customer Service to maintain technical assets, maintenance plans and lifecycle records."
APP-0363,Hedging Analyzer,In-house,Asset Management,In-house,Procurement,Switzerland,Camille Kowalski,Piotr Moser,Critical,Internal,Production,Compliant,Public Cloud (AWS),2005-02-10,2029-04-14,2025-08-07,2836,1170943,13,Self-developed,1000+,"In-house Asset Management application developed for Procurement to maintain technical assets, maintenance plans and lifecycle records."
APP-0364,Capacity Engine,In-house,Customer,In-house,Procurement,Poland,Julia Conti,Andreas Sutter,High,Internal,Production,Compliant,Public Cloud (Azure),2016-11-13,2032-03-07,2025-10-17,691,418909,24,Self-developed,101-1000,"In-house Customer application developed for Procurement to manage customer contracts, requests and service interactions."
APP-0365,Jenkins (Legacy),CloudBees,DevOps,COTS / SaaS,Finance,Poland,Daniel Schneider,Daniel Kowalski,Medium,Internal,Production,Compliant,On-Premise,2005-05-21,2028-01-15,2025-07-31,514,118102,7,COTS,101-1000,"CloudBees DevOps solution used by Finance to support build, deployment and release automation."
APP-0366,Network Cockpit,In-house,Integration,In-house,Grid Operations,Italy,Stefan Bianchi,David Berger,Critical,Internal,Production,Compliant,SaaS,2020-03-09,2029-01-14,2025-12-02,4614,261657,1,Self-developed,1000+,In-house Integration application developed for Grid Operations to exchange data and route messages between systems.
APP-0367,Supply Portal,In-house,Finance,In-house,Human Resources,Germany,Patrick Nowak,Olivier Marti,Medium,Public,Production,Compliant,On-Premise,2016-07-14,2027-03-04,2026-03-28,150,127156,25,Self-developed,101-1000,"In-house Finance application developed for Human Resources to manage invoicing, settlement and financial bookkeeping."
APP-0368,Risk Platform,In-house,Asset Management,In-house,Customer Service,Nordics,Laura Hofer,Piotr Fischer,High,Internal,Production,Compliant,On-Premise,2018-08-28,2027-03-02,2025-09-15,1868,466033,13,Self-developed,1000+,"In-house Asset Management application developed for Customer Service to maintain technical assets, maintenance plans and lifecycle records."
APP-0369,Billing Tracker,In-house,Integration,In-house,Customer Service,Austria,Olivier Marti,Camille Kowalski,High,Confidential,Production,Compliant,Private Cloud,2011-07-26,2029-04-04,2026-04-07,2223,8491169,23,Self-developed,1000+,In-house Integration application developed for Customer Service to exchange data and route messages between systems.
